mmsi,vessel_name,vessel_type,imo,callsign,timestamp,latitude,longitude,speed,course,heading,navigation_status,destination,draught,behavior_class
620100002,MV Nord Trader,Bulk Carrier,9355182,V3RK4,2019-10-19T12:20:47+00:00,32.742211,30.622403,11.89,51.0,51,Under way using engine,ALEXANDRIA,9.4,MODERATE_CORRELATION
620100002,MV Nord Trader,Bulk Carrier,9355182,V3RK4,2019-10-19T12:32:47+00:00,32.746803,30.629146,11.89,52.4,52,Under way using engine,ALEXANDRIA,9.4,MODERATE_CORRELATION
620100002,MV Nord Trader,Bulk Carrier,9355182,V3RK4,2019-10-19T12:44:47+00:00,32.751166,30.635891,12.07,52.8,53,Under way using engine,ALEXANDRIA,9.4,MODERATE_CORRELATION
620100002,MV Nord Trader,Bulk Carrier,9355182,V3RK4,2019-10-19T12:56:47+00:00,32.755508,30.642707,12.26,52.8,53,Under way using engine,ALEXANDRIA,9.4,MODERATE_CORRELATION
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T06:56:47+00:00,32.175622,29.962532,19.4,40.2,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T07:08:47+00:00,32.181673,29.968564,19.87,41.8,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T07:20:47+00:00,32.187218,29.974424,19.74,40.6,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T07:32:47+00:00,32.193287,29.980572,19.35,40.4,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T07:44:47+00:00,32.199171,29.986495,19.23,40.6,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T07:56:47+00:00,32.205211,29.992623,19.38,41.2,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T08:08:47+00:00,32.21105,29.998668,19.95,39.1,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T08:20:47+00:00,32.217198,30.004579,19.94,39.7,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T08:32:47+00:00,32.223274,30.010534,19.17,42.1,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T08:44:47+00:00,32.229002,30.016649,19.61,41.1,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T08:56:47+00:00,32.234772,30.022607,19.18,39.8,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T09:08:47+00:00,32.240809,30.028544,19.78,40.6,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T09:20:47+00:00,32.246765,30.034583,19.97,39.4,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T09:32:47+00:00,32.252899,30.040543,19.7,41.1,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T09:44:47+00:00,32.258734,30.046562,19.22,40.0,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T09:56:47+00:00,32.264663,30.052448,19.59,41.8,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T10:08:47+00:00,32.270502,30.058616,19.88,40.1,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T10:20:47+00:00,32.276467,30.064561,19.89,40.6,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T10:32:47+00:00,32.282526,30.070708,19.55,39.9,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T10:44:47+00:00,32.288397,30.07652,19.37,39.9,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T10:56:47+00:00,32.294446,30.082505,19.5,41.7,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T11:08:47+00:00,32.300248,30.088622,19.85,41.4,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T11:20:47+00:00,32.305895,30.094513,19.59,40.0,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T11:32:47+00:00,32.312137,30.100704,19.68,40.7,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T11:44:47+00:00,32.317965,30.106646,19.88,39.7,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T11:56:47+00:00,32.32413,30.112711,19.85,40.4,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T12:08:47+00:00,32.330055,30.118672,19.84,40.4,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T12:20:47+00:00,32.336064,30.124717,19.62,41.0,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T12:32:47+00:00,32.341835,30.130648,19.88,40.1,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T12:44:47+00:00,32.347826,30.136615,19.34,40.9,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T12:56:47+00:00,32.353717,30.142649,19.82,40.5,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T13:08:47+00:00,32.359731,30.148728,19.01,38.8,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T13:20:47+00:00,32.365753,30.154451,19.98,42.6,43,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T13:32:47+00:00,32.371478,30.160675,19.63,38.9,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T13:44:47+00:00,32.377707,30.166621,19.11,41.7,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T13:56:47+00:00,32.383525,30.172758,19.96,38.5,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T14:08:47+00:00,32.389564,30.178456,19.93,42.0,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T14:20:47+00:00,32.395341,30.184619,19.3,40.4,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T14:32:47+00:00,32.401292,30.190617,19.58,38.9,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T14:44:47+00:00,32.407391,30.196448,19.05,41.3,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T14:56:47+00:00,32.413251,30.202547,19.02,40.1,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T15:08:47+00:00,32.419314,30.208593,19.68,41.9,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T15:20:47+00:00,32.42493,30.214559,20.0,39.5,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T15:32:47+00:00,32.430898,30.22038,19.16,40.9,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T15:44:47+00:00,32.437051,30.226699,19.22,39.9,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T15:56:47+00:00,32.442953,30.232544,19.65,40.4,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T16:08:47+00:00,32.448849,30.238485,19.94,39.5,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T16:20:47+00:00,32.454999,30.244493,19.4,41.3,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T16:32:47+00:00,32.460847,30.250579,19.23,42.2,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T16:44:47+00:00,32.466575,30.256744,19.86,38.9,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T16:56:47+00:00,32.472693,30.262597,19.19,40.7,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T17:08:47+00:00,32.47862,30.268646,19.77,40.4,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T17:20:47+00:00,32.484575,30.274661,19.63,40.5,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T17:32:47+00:00,32.489099,30.279235,19.8,40.3,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T17:44:47+00:00,32.492135,30.282287,19.13,41.2,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T17:56:47+00:00,32.49533,30.285601,19.2,38.2,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T18:08:47+00:00,32.498482,30.288547,19.58,37.9,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T18:20:47+00:00,32.501799,30.291612,19.31,41.4,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T18:32:47+00:00,32.504847,30.294803,19.07,37.8,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T18:44:47+00:00,32.507988,30.297691,19.6,39.8,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T18:56:47+00:00,32.511295,30.300952,19.86,42.6,43,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T19:08:47+00:00,32.514255,30.304185,19.24,37.1,37,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T19:20:47+00:00,32.51775,30.307316,19.7,42.4,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T19:32:47+00:00,32.520647,30.310449,19.33,40.5,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T19:44:47+00:00,32.523741,30.313578,19.35,39.7,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T19:56:47+00:00,32.526887,30.316674,19.57,38.9,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T20:08:47+00:00,32.530245,30.319893,19.2,39.8,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T20:20:47+00:00,32.533445,30.323051,19.03,39.0,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T20:32:47+00:00,32.536645,30.326123,19.87,40.9,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T20:44:47+00:00,32.539713,30.329279,19.34,40.8,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T20:56:47+00:00,32.542794,30.332439,19.82,36.7,37,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T21:08:47+00:00,32.546149,30.335403,19.53,42.9,43,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T21:20:47+00:00,32.549063,30.33862,19.06,39.5,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T21:32:47+00:00,32.552194,30.34168,19.87,40.2,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T21:44:47+00:00,32.555315,30.344803,19.79,41.3,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T21:56:47+00:00,32.558574,30.348199,19.56,39.4,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T22:08:47+00:00,32.561643,30.351188,20.0,38.4,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T22:20:47+00:00,32.564899,30.354253,19.2,40.4,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T22:32:47+00:00,32.568004,30.35739,19.03,37.9,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T22:44:47+00:00,32.571187,30.360331,19.87,41.0,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T22:56:47+00:00,32.574465,30.363713,19.43,39.6,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T23:08:47+00:00,32.577408,30.366607,19.99,43.1,43,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T23:20:47+00:00,32.580534,30.370082,19.73,35.7,36,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T23:32:47+00:00,32.583957,30.373006,19.9,41.9,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T23:44:47+00:00,32.586844,30.376081,19.59,38.9,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-18T23:56:47+00:00,32.590314,30.379405,19.73,38.9,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T00:08:47+00:00,32.593366,30.382326,19.91,40.7,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T00:20:47+00:00,32.59643,30.385456,19.97,39.4,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T00:32:47+00:00,32.599676,30.388622,19.49,39.6,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T00:44:47+00:00,32.602857,30.391742,19.45,43.0,43,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T00:56:47+00:00,32.605738,30.394931,19.59,37.0,37,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T01:08:47+00:00,32.609084,30.397924,19.97,38.7,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T01:20:47+00:00,32.61236,30.40104,19.33,42.4,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T01:32:47+00:00,32.615392,30.404327,19.97,40.3,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T01:44:47+00:00,32.618442,30.407393,19.07,37.5,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T01:56:47+00:00,32.621764,30.41042,19.34,42.3,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T02:08:47+00:00,32.624889,30.4138,19.25,38.0,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T02:20:47+00:00,32.628224,30.41689,19.17,40.8,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T02:32:47+00:00,32.631318,30.420056,19.47,39.5,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T02:44:47+00:00,32.634431,30.423105,19.59,40.4,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T02:56:47+00:00,32.637521,30.426228,19.11,39.2,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T03:08:47+00:00,32.640703,30.429314,19.53,39.0,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T03:20:47+00:00,32.643856,30.432343,19.93,38.8,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T03:32:47+00:00,32.647036,30.435375,19.04,41.9,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T03:44:47+00:00,32.650201,30.438748,19.87,35.9,36,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T03:56:47+00:00,32.653446,30.441541,19.49,44.4,44,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T04:08:47+00:00,32.656418,30.444999,19.03,36.8,37,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T04:20:47+00:00,32.659775,30.447983,19.2,40.9,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T04:32:47+00:00,32.662851,30.45115,19.44,41.0,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T04:44:47+00:00,32.665963,30.454365,19.69,41.2,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T04:56:47+00:00,32.669138,30.457672,19.62,38.7,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T05:08:47+00:00,32.67232,30.460705,19.03,39.3,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T05:20:47+00:00,32.675479,30.463773,19.68,38.0,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T05:32:47+00:00,32.678682,30.466742,19.39,42.4,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T05:44:47+00:00,32.6817,30.470014,19.66,39.2,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T05:56:47+00:00,32.684929,30.473146,19.87,40.4,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T06:08:47+00:00,32.688129,30.476385,19.74,39.9,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T06:20:47+00:00,32.691229,30.479466,19.33,38.3,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T06:32:47+00:00,32.694518,30.482554,19.76,41.8,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T06:44:47+00:00,32.697542,30.485763,19.82,37.2,37,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T06:56:47+00:00,32.700743,30.488651,19.01,40.5,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T07:08:47+00:00,32.70378,30.491738,19.4,42.2,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T07:20:47+00:00,32.70696,30.495166,19.45,36.9,37,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T07:32:47+00:00,32.710144,30.498006,19.23,39.6,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T07:44:47+00:00,32.713384,30.501197,19.67,43.1,43,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T07:56:47+00:00,32.716457,30.50462,19.38,38.1,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T08:08:47+00:00,32.719691,30.507636,19.48,38.5,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T08:20:47+00:00,32.722705,30.510487,19.58,38.7,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T08:32:47+00:00,32.726235,30.513852,19.76,41.5,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T08:44:47+00:00,32.729221,30.516993,19.96,40.1,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T08:56:47+00:00,32.732295,30.520075,19.93,39.6,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T09:08:47+00:00,32.735404,30.523136,19.49,39.3,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T09:20:47+00:00,32.738551,30.526194,19.31,40.9,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T09:32:47+00:00,32.741815,30.52956,19.31,38.1,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T09:44:47+00:00,32.745108,30.532626,19.27,41.2,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T09:56:47+00:00,32.748017,30.535654,19.18,40.5,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T10:08:47+00:00,32.751177,30.53886,19.53,39.3,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T10:20:47+00:00,32.754373,30.541965,19.57,37.7,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T10:32:47+00:00,32.757732,30.545054,19.55,40.6,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T10:44:47+00:00,32.760764,30.548147,19.95,39.6,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T10:56:47+00:00,32.764031,30.551356,19.88,40.6,41,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T11:08:47+00:00,32.766999,30.55438,19.61,38.5,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T11:20:47+00:00,32.770343,30.557544,19.9,41.7,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T11:32:47+00:00,32.773263,30.560633,19.78,38.1,38,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T11:44:47+00:00,32.776626,30.563775,19.42,41.9,42,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T11:56:47+00:00,32.779638,30.566987,19.62,36.0,36,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T12:08:47+00:00,32.783086,30.569963,19.17,42.7,43,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T12:20:47+00:00,32.786086,30.573257,19.22,40.3,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T12:32:47+00:00,32.789305,30.576506,19.55,38.6,39,Under way using engine,PIRAEUS,11.2,WRONG_TIME
620100003,MV Levantine,Container,9612090,C6YZ2,2019-10-19T12:44:47+00:00,32.792285,30.579335,19.59,40.2,40,Under way using engine,PIRAEUS,11.2,WRONG_TIME
